timestamp,gyroscope-x,gyroscope-y,gyroscope-z,accelorometer-x,accelorometer-y,accelorometer-z,resultant-g,label
1667300664,35.78,-49.93,52.08,0.63,1.16,0.64,1.47,Normal
1667300665,-11.68,-14.62,-58.6,0.74,1.33,0.64,1.65,Normal
1667300665,-39.44,-112.54,-132.08,0.75,1.45,0.41,1.69,Normal
1667300665,-55.75,-30.47,-109.09,0.86,0.98,0.44,1.37,Normal
1667300665,-35.49,-6.4,-15.21,0.81,0.81,0.44,1.23,Normal
1667300665,21.25,25.71,81.28,0.71,1.07,0.51,1.38,Normal
1667300665,43.15,44.43,136,0.69,1.34,0.75,1.68,Normal
1667300665,47.45,-16.72,68.02,0.71,1.18,0.65,1.52,Normal
1667300666,6.65,7.64,-33.03,0.62,0.99,0.63,1.32,Normal
1667300666,14.49,-107.94,-21.95,0.67,1.08,0.59,1.41,Normal
1667300666,-31.43,-194.11,-12.93,0.73,1.43,0.29,1.63,Normal
1667300666,-19.54,-172.46,-5.7,0.94,0.96,0.15,1.35,Normal
1667300666,39.34,-127.48,0.11,0.73,0.99,0.26,1.26,Normal
1667300666,49.72,-84.51,1.7,0.79,1.13,0.47,1.46,Normal
1667300666,24.19,-62.1,10.37,0.75,1.16,0.56,1.49,Normal
1667300666,-15.36,-43.88,31.19,0.67,1.16,0.48,1.42,Normal
1667300667,-39.82,-51.84,34.42,0.71,1.14,0.36,1.39,Normal
1667300667,-21.16,-17.76,-6.46,0.71,1.04,0.41,1.33,Normal
1667300667,-0.99,-44.26,-33.01,0.66,1.07,0.52,1.36,Normal
1667300667,-6.83,-128.27,-55.21,0.83,1.19,0.54,1.55,Normal
1667300667,-4.89,-91.93,-45.83,1.04,1.05,0.62,1.6,Normal
1667300667,31,-27.6,10.25,0.86,0.97,0.59,1.43,Normal
1667300667,43.71,-44.98,66.5,0.76,1.06,0.63,1.45,Normal
1667300667,35.9,1.39,82.66,0.75,1.36,0.62,1.67,Normal
1667300668,-10.32,-13.99,-38.41,0.6,1.02,0.6,1.32,Normal
1667300668,-54,-169.64,-66.08,0.76,1.27,0.49,1.56,Normal
1667300668,-71.97,12.31,-95.34,0.85,1.1,0.45,1.46,Normal
1667300668,-25.09,34.77,-32.84,0.78,1.13,0.44,1.44,Normal
1667300668,6.16,21.34,-2.81,0.74,1.1,0.57,1.44,Normal
1667300668,31.18,19.35,58.23,0.81,0.99,0.75,1.48,Normal
1667300668,38.61,-1.25,92.11,0.74,1.03,0.84,1.52,Normal
1667300669,37.09,10.22,81.6,0.73,1.09,0.71,1.49,Normal
1667300669,26.7,-39.44,53.34,0.64,1.22,0.64,1.52,Normal
1667300669,-11.5,-67.89,-11.46,0.68,1.3,0.66,1.61,Normal
1667300669,-61.86,-78.03,-112.91,0.79,1.38,0.48,1.66,Normal
