gyroscope-x,gyroscope-y,gyroscope-z,accelorometer-x,accelorometer-y,accelorometer-z,resultant-g,label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.62,-63.48,-87.33,0.43,-0.73,1.07,1.36,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12.19,9.5,2.74,0.06,0.3,0.68,0.75,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.62,-35.27,-117.53,0.34,-0.74,1,1.29,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.81,0.22,20.89,0.13,0.35,0.84,0.91,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.46,-56.78,-108.45,0.31,-0.65,1.02,1.25,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.41,-16.48,20.04,0.1,0.33,0.85,0.92,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.32,-35.97,-182.69,0.19,0.33,0.77,0.86,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.73,94.5,189.28,-0.01,0.67,0.7,0.97,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-13.8,-27.85,-140.45,-0.12,0.71,0.78,1.06,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-31.36,38.99,196.16,0.35,-0.39,1.01,1.14,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-33.92,-22.13,-14.87,-0.03,0.2,0.91,0.93,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18.32,-26.33,-103.59,0.4,-1.01,1.05,1.51,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.64,17.65,22.51,0.05,0.32,0.78,0.85,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-17.74,-65.1,-158.84,0.26,-0.26,0.9,0.97,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-13.98,51.03,43.87,0.16,0.46,0.69,0.84,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-16.41,-24.12,-163.62,0.2,-0.29,0.93,0.99,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.48,51.12,168.25,-0.02,0.94,0.62,1.13,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.46,-45.03,-218.89,0.25,0.23,0.84,0.9,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.96,43,189.54,-0.08,0.85,0.65,1.07,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.44,-49.63,-244.16,-0.03,0.64,0.68,0.93,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-116.68,49.74,-83.56,-0.39,-0.74,1.12,1.4,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2,-13.75,1.51,-0.79,-0.92,1.09,1.63,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.27,-13.79,1.73,-0.79,-0.92,1.09,1.63,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.71,-135.63,31.1,-0.95,-0.77,1.14,1.67,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.94,-19.84,-6.44,-0.12,-0.03,0.92,0.93,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.58,48.02,189.37,-0.09,0.75,0.71,1.04,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.46,-85.79,-137.48,-0.09,0.73,0.78,1.08,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.19,-23.37,0.15,-0.2,-0.11,0.93,0.95,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.52,-11.29,3.59,-0.26,-0.09,0.92,0.96,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.57,-11.38,2.22,-0.23,-0.1,0.92,0.96,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.54,58.8,189.03,-0.17,0.98,0.6,1.16,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.93,-81.88,-157.94,-0.03,0.69,0.77,1.04,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15.4,35.05,158.92,0.16,-0.22,0.96,1,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.45,-98.61,-80.21,-0.18,0.49,0.71,0.88,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.24,28.29,183.11,0.07,-0.15,0.93,0.94,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.55,-54.1,-55.46,-0.03,0.43,0.69,0.81,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-63.98,15.42,67.62,0.35,-0.6,1.07,1.27,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.77,-38.34,-51.18,-0.18,0.28,0.74,0.81,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.93,27.89,-23.25,-0.72,-0.57,1.11,1.44,left-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-11.67,5.18,8.65,0.04,0.11,0.97,0.98,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12.76,-11.67,1.36,-0.01,0.05,0.99,0.99,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.1,38.6,3.19,-0.06,0.07,1,1,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.49,-53.38,190.74,0.38,0.15,0.73,0.83,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-43.49,6.47,-22.89,0.12,0.45,0.87,0.99,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-49.28,37.24,-50.81,0.45,-0.81,0.66,1.14,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.77,2.76,156.05,0.14,0.85,1,1.32,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-95.99,-12.71,-198.71,0.61,0.89,0.75,1.32,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.63,-2.43,122.98,0.56,-0.77,0.64,1.15,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-35.61,1.45,7.35,0.28,0.44,0.91,1.05,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-65.28,-2.03,-210.6,0.34,0.39,0.72,0.89,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.88,-28.74,199.14,0.36,0.14,0.79,0.88,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.21,0.3,2.27,0.08,0.41,1.02,1.1,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18.32,19.23,10.46,0.71,-1.06,0.55,1.39,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.14,-24.34,77.31,0.21,0.72,0.98,1.24,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-53.89,-13.58,-192.36,0.56,0.36,0.78,1.03,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.68,-52.08,199.68,0.39,0.56,0.82,1.07,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-48.28,15.42,-82.25,0.3,0.78,0.95,1.27,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.72,-13.96,95.03,0.61,-0.96,0.61,1.29,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.72,4.06,9.54,0.21,0.36,0.91,1,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-87.82,60.67,-125.11,0.48,-0.48,0.73,1,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.9,-46.4,194.69,0.2,0.82,1.02,1.32,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-88.45,73.23,-145.74,0.27,0.99,0.84,1.33,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.52,-40.29,185.26,0.53,0.16,0.87,1.03,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-51.96,16.4,-76.39,0.29,0.77,0.94,1.25,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.67,14.97,-4.79,0.03,0.23,0.99,1.02,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-45.17,44.38,-71.21,0.47,-0.82,0.66,1.15,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.07,10.51,22,-0.03,-0.03,0.87,0.87,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.66,9.75,32.87,-0.1,-0.11,1.01,1.02,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.33,22.21,120.64,0.55,-0.86,0.67,1.22,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12.27,11.78,41.36,0.05,0.38,0.9,0.98,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-55.14,46.58,-148.74,0.55,-0.15,0.73,0.92,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.25,-0.22,198.29,0.17,0.96,0.95,1.37,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-70.86,42.55,-179.77,0.27,0.94,1.07,1.45,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12.5,14.4,111.68,0.59,-0.83,0.59,1.18,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.42,-13.31,59.68,0.06,0.52,1,1.13,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-51.73,50.71,-96.22,0.53,-0.61,0.66,1.05,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.34,-22.65,209.3,0.04,0.72,0.95,1.19,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82.84,58.6,-136.8,-0.07,0.89,0.99,1.34,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.96,-23.02,-33.28,-0.6,-0.41,0.88,1.14,right-shoulder-lateral-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.86,-130.37,98.26,-0.27,-0.13,1.04,1.09,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.16,-4.23,35.21,0.49,1.04,0.96,1.5,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.86,-8.41,-164.7,0.91,0.97,0.88,1.59,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.92,42.08,221.76,0.58,1.41,0.94,1.79,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.6,-35.88,-121.01,0.81,1.15,0.98,1.71,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15.5,38.63,213.02,0.66,1.52,0.92,1.89,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.22,3.99,-145.54,0.86,1.1,1.02,1.73,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.9,12.26,177.76,0.77,1.44,1.01,1.92,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-34.53,-24.77,-167.07,0.89,0.89,0.92,1.55,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.71,-18.17,124.06,0.6,1.13,1.1,1.69,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-13.23,-22.45,-135.62,0.87,0.25,1.01,1.36,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.73,-124.28,82.62,0.67,0.89,1.08,1.55,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.28,-15.32,-87.38,0.97,0.07,0.98,1.38,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.21,-114.11,84.72,0.55,0.66,1.01,1.33,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-14.07,-14.36,-21.92,1.07,-0.43,0.97,1.5,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.91,-16.93,40.01,0.47,0.57,1.1,1.32,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-31.12,7.44,57.71,1.02,-0.63,0.89,1.5,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.17,28.21,41.1,0.48,0.56,1.04,1.27,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.93,21.95,124.66,1.03,-0.37,0.97,1.46,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.3,-23.01,9.31,0.48,0.79,1.06,1.41,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.65,-27.6,245.08,0.79,0.83,1.09,1.58,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-38.3,40.45,-89.66,0.71,1.36,0.96,1.8,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.73,69.9,249.78,0.64,1.49,0.97,1.89,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-47.89,22.39,-166.08,0.89,1.16,0.98,1.77,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.12,-65.53,74.47,0.76,0.98,1,1.59,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-14.38,-21.82,-97.96,0.93,-0.09,0.97,1.35,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.98,19.53,54.37,0.43,0.51,1.03,1.23,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18.08,15.21,10.4,1.02,-0.62,0.98,1.55,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.42,32.93,50.3,0.4,0.48,1.05,1.22,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15.22,19.81,238.24,0.79,0.31,1.1,1.39,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.44,21.15,-14.48,0.51,1.04,1.06,1.57,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-32.13,27.08,268.89,0.35,1.26,0.92,1.59,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-36.59,0.95,-57.96,0.69,1.16,1.01,1.69,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-59.72,118.48,280.99,0.34,1.65,0.86,1.89,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-59.82,8.09,-115.68,0.78,1.54,0.86,1.92,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.83,9.51,164.05,0.75,1.53,1.08,2.02,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.46,-30.14,-206.1,0.77,1.3,0.98,1.8,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-11.53,-39.8,57.4,0.41,0.65,1.09,1.33,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-31.2,11.56,-13.11,0.92,-0.55,1,1.47,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15.15,22.32,48.57,0.35,0.49,1.05,1.21,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.49,4.84,76.55,0.95,-0.53,1.01,1.48,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12.52,8.25,62.34,0.44,0.49,1.01,1.21,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15.79,-4.68,-40.45,0.89,-0.39,1.03,1.42,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-199.61,196.89,67.3,0.54,0.95,1.03,1.5,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.67,-36.19,10.43,-0.03,0.06,1.43,1.43,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.77,-1.98,42.07,-0.21,-0.31,1.18,1.24,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.77,-7.44,-51.05,0.19,-0.63,1.05,1.24,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.35,-9.46,-35.94,0.21,-0.7,0.87,1.14,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.18,27.07,-31.91,1.19,-0.11,0.93,1.51,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.66,12.06,62.21,0.37,-0.96,0.94,1.39,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.71,24.36,-80.38,1.23,-0.29,0.82,1.51,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.38,-19.23,75.29,0.29,-1.04,0.89,1.4,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.93,5.64,-95.17,1.13,-0.27,0.86,1.45,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.66,-5.06,24.42,0.42,-0.92,0.98,1.41,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-48.31,0.55,-130.42,0.97,-0.63,0.87,1.45,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.75,12.83,26.46,0.36,-0.89,0.98,1.37,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08,1.83,-73.61,1.24,-0.35,0.92,1.58,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.18,0.44,18.46,0.36,-0.89,0.94,1.35,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.65,57.85,-48.41,1.01,-0.44,0.91,1.43,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-7.28,-3.49,70.13,0.23,-1.08,0.92,1.44,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.38,13.72,-123.35,0.92,-0.34,0.9,1.33,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.67,12.5,15.52,0.37,-0.79,0.9,1.26,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.98,9.76,-56.47,1.23,-0.12,0.86,1.5,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.06,23.29,23.83,0.23,-0.95,0.94,1.36,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.32,-40.93,-113.51,1.14,-0.29,0.87,1.46,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-33.26,-23.47,71.87,0.07,-0.9,0.95,1.31,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.84,-10.08,-141.28,0.95,-0.47,0.87,1.37,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.6,-4.06,78.54,0.07,-0.99,0.95,1.37,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.42,-20.68,-142.45,0.94,-0.43,0.9,1.37,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.3,50.1,107.43,0.7,-1.52,1.16,2.04,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.97,-29.9,55.27,0.2,-0.67,0.97,1.19,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.48,-2.61,-51.42,1.05,0.16,0.78,1.32,Shoulder-front-raise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
